age,decile_score,priors_count,days_b_screening_arrest,c_days_from_compas,juv_count,sex_Male,age_cat_Greater than 45,age_cat_Less than 25,race_Asian,race_Caucasian,race_Hispanic,race_Native American,race_Other,c_charge_degree_M,c_cat_battery,c_cat_burglary,c_cat_cannabis,c_cat_driving,c_cat_grand theft,c_cat_lewdness,c_cat_mischief,c_cat_no charge,c_cat_other,c_cat_poss,c_cat_resisting,c_cat_sexual,c_cat_tampering,weapon_firearm_True,age2,age3,decile_score2,decile_score3,priors_count2,priors_count3,juv_count2,juv_count3
52,1,0,0.0,1.0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2704,140608,1,1,0,0,0,0
23,4,4,-1.0,1.0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,529,12167,16,64,16,64,1,1
54,1,2,-26.0,26.0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2916,157464,1,1,4,8,0,0
31,5,2,-1.0,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,961,29791,25,125,4,8,0,0
48,3,6,-1.0,1.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2304,110592,9,27,36,216,0,0
35,8,1,0.0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1225,42875,64,512,1,1,0,0
41,10,18,-1.0,1.0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1681,68921,100,1000,324,5832,4,8
23,9,0,-1.0,1.0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,529,12167,81,729,0,0,0,0
25,2,1,-1.0,11.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,625,15625,4,8,1,1,0,0
48,2,4,-1.0,1.0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2304,110592,4,8,16,64,0,0
29,5,0,-3.0,3.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,841,24389,25,125,0,0,0,0
29,6,0,0.0,0.0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,841,24389,36,216,0,0,0,0
48,1,0,0.0,1.0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2304,110592,1,1,0,0,0,0
57,9,12,-1.0,1.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3249,185193,81,729,144,1728,0,0
29,8,8,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,841,24389,64,512,64,512,0,0
23,8,3,-1.0,0.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,529,12167,64,512,9,27,0,0
23,9,4,-27.0,27.0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,529,12167,81,729,16,64,0,0
27,6,0,-1.0,1.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,729,19683,36,216,0,0,0,0
48,1,1,0.0,1.0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2304,110592,1,1,1,1,0,0
52,1,2,-1.0,1.0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2704,140608,1,1,4,8,0,0
69,1,0,-3.0,3.0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4761,328509,1,1,0,0,0,0
23,8,7,-1.0,1.0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,529,12167,64,512,49,343,1,1
26,1,0,-1.0,1.0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,676,17576,1,1,0,0,0,0
23,6,2,-19.0,19.0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,529,12167,36,216,4,8,0,0
24,10,11,-15.0,15.0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,576,13824,100,1000,121,1331,0,0
24,6,0,-1.0,1.0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,576,13824,36,216,0,0,0,0
38,3,2,-1.0,1.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1444,54872,9,27,4,8,0,0
56,5,16,-1.0,1.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3136,175616,25,125,256,4096,0,0
23,9,0,-1.0,1.0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,529,12167,81,729,0,0,0,0
22,7,1,-1.0,1.0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,484,10648,49,343,1,1,0,0
32,5,3,-1.0,1.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1024,32768,25,125,9,27,0,0
27,10,7,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,729,19683,100,1000,49,343,0,0
45,1,0,-1.0,1.0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2025,91125,1,1,0,0,0,0
30,2,2,-1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,900,27000,4,8,4,8,0,0
38,1,1,-1.0,1.0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1444,54872,1,1,1,1,0,0
21,10,0,-1.0,1.0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,441,9261,100,1000,0,0,1,1
21,4,0,-1.0,1.0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,441,9261,16,64,0,0,0,0
33,3,2,-1.0,2.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1089,35937,9,27,4,8,0,0
34,2,1,-1.0,1.0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1156,39304,4,8,1,1,0,0
22,8,0,-6.0,6.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,484,10648,64,512,0,0,0,0
48,5,5,-1.0,1.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2304,110592,25,125,25,125,0,0
45,3,11,-1.0,1.0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2025,91125,9,27,121,1331,0,0
45,3,0,-1.0,1.0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2025,91125,9,27,0,0,0,0
28,10,5,-1.0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,784,21952,100,1000,25,125,0,0
37,4,4,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1369,50653,16,64,16,64,0,0
51,1,0,-1.0,1.0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2601,132651,1,1,0,0,0,0
57,1,0,-1.0,1.0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3249,185193,1,1,0,0,0,0
26,2,3,-1.0,1.0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,676,17576,4,8,9,27,0,0
36,8,17,-1.0,1.0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1296,46656,64,512,289,4913,4,8
32,10,1,-1.0,1.0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1024,32768,100,1000,1,1,0,0
38,4,1,-1.0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1444,54872,16,64,1,1,0,0
41,1,0,-1.0,1.0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1681,68921,1,1,0,0,0,0
59,1,3,0.0,0.0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3481,205379,1,1,9,27,0,0
53,1,0,-3.0,3.0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2809,148877,1,1,0,0,0,0
51,1,2,0.0,0.0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2601,132651,1,1,4,8,0,0
25,10,4,-10.0,4.0,2,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,625,15625,100,1000,16,64,4,8
39,9,10,-1.0,2994.0,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1521,59319,81,729,100,1000,16,64
27,2,4,-1.0,1.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,729,19683,4,8,16,64,0,0
23,8,0,-1.0,1.0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,529,12167,64,512,0,0,0,0
57,1,1,-1.0,1.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3249,185193,1,1,1,1,0,0
25,10,9,0.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,625,15625,100,1000,81,729,1,1
53,1,0,-1.0,1.0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2809,148877,1,1,0,0,0,0
22,4,1,-8.0,9.0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,484,10648,16,64,1,1,0,0
59,1,1,-1.0,1.0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3481,205379,1,1,1,1,0,0
55,5,18,-1.0,1.0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3025,166375,25,125,324,5832,0,0
63,1,0,-1.0,1.0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3969,250047,1,1,0,0,0,0
24,9,4,-1.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,576,13824,81,729,16,64,0,0
41,9,9,-1.0,1.0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1681,68921,81,729,81,729,9,27
32,3,8,0.0,1.0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1024,32768,9,27,64,512,0,0
25,2,0,0.0,1.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,625,15625,4,8,0,0,0,0
71,1,0,-1.0,1.0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5041,357911,1,1,0,0,0,0
21,4,0,-1.0,1.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,441,9261,16,64,0,0,0,0
35,9,0,-1.0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1225,42875,81,729,0,0,0,0
28,5,5,-23.0,23.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,784,21952,25,125,25,125,0,0
36,8,6,-1.0,1.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1296,46656,64,512,36,216,0,0
25,2,0,-1.0,1.0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,625,15625,4,8,0,0,0,0
34,10,2,0.0,1.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1156,39304,100,1000,4,8,0,0
27,6,5,-2.0,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,729,19683,36,216,25,125,0,0
53,2,1,-1.0,1.0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2809,148877,4,8,1,1,0,0
21,5,0,-1.0,1.0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,441,9261,25,125,0,0,0,0
61,1,1,0.0,1.0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3721,226981,1,1,1,1,0,0
29,8,12,0.0,1.0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,841,24389,64,512,144,1728,4,8
42,5,6,-1.0,1.0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1764,74088,25,125,36,216,0,0
35,8,1,-1.0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1225,42875,64,512,1,1,0,0
26,3,0,-1.0,1.0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,676,17576,9,27,0,0,0,0
39,2,2,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1521,59319,4,8,4,8,0,0
55,1,2,-1.0,1.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3025,166375,1,1,4,8,0,0
64,1,0,-1.0,1.0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4096,262144,1,1,0,0,0,0
34,3,0,-1.0,1.0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1156,39304,9,27,0,0,0,0
23,7,0,0.0,1.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,529,12167,49,343,0,0,0,0
41,3,0,-1.0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1681,68921,9,27,0,0,0,0
29,6,6,-22.0,21.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,841,24389,36,216,36,216,0,0
35,4,3,0.0,1.0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1225,42875,16,64,9,27,4,8
59,1,1,-25.0,25.0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3481,205379,1,1,1,1,0,0
24,3,0,-1.0,1.0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,576,13824,9,27,0,0,0,0
32,1,1,0.0,1.0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1024,32768,1,1,1,1,0,0
29,7,2,-1.0,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,841,24389,49,343,4,8,0,0
50,1,0,0.0,1.0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2500,125000,1,1,0,0,0,0
34,3,2,-1.0,1.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1156,39304,9,27,4,8,0,0
31,7,9,-1.0,1.0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,961,29791,49,343,81,729,0,0
28,1,1,-3.0,3.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,784,21952,1,1,1,1,0,0
29,2,0,-3.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,841,24389,4,8,0,0,0,0
31,3,1,-1.0,1.0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,961,29791,9,27,1,1,0,0
20,9,0,-1.0,1.0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,400,8000,81,729,0,0,0,0
24,6,2,0.0,0.0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,576,13824,36,216,4,8,0,0
41,1,0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1681,68921,1,1,0,0,0,0
20,9,0,-1.0,1.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,400,8000,81,729,0,0,0,0
43,1,0,0.0,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1849,79507,1,1,0,0,0,0
21,5,2,-1.0,2.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,441,9261,25,125,4,8,0,0
44,6,6,-1.0,1.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1936,85184,36,216,36,216,0,0
39,2,1,-4.0,4.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1521,59319,4,8,1,1,0,0
23,5,1,0.0,1.0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,529,12167,25,125,1,1,1,1
48,1,4,-1.0,1.0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2304,110592,1,1,16,64,0,0
23,5,2,-1.0,1.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,529,12167,25,125,4,8,0,0
46,6,7,0.0,0.0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2116,97336,36,216,49,343,0,0
56,5,10,-1.0,1.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3136,175616,25,125,100,1000,0,0
23,5,0,-1.0,1.0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,529,12167,25,125,0,0,0,0
31,4,0,-1.0,1.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,961,29791,16,64,0,0,0,0
67,1,0,-3.0,3.0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4489,300763,1,1,0,0,0,0
56,1,0,-2.0,2.0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3136,175616,1,1,0,0,0,0
29,2,1,-24.0,24.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,841,24389,4,8,1,1,0,0
59,2,0,-1.0,1.0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3481,205379,4,8,0,0,0,0
45,6,1,0.0,0.0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2025,91125,36,216,1,1,0,0
33,5,0,-1.0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1089,35937,25,125,0,0,0,0
40,1,0,-1.0,1.0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1600,64000,1,1,0,0,0,0
47,1,1,-23.0,23.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2209,103823,1,1,1,1,0,0
25,5,2,-1.0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,625,15625,25,125,4,8,0,0
27,6,2,-1.0,1.0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,729,19683,36,216,4,8,0,0
23,10,4,-1.0,1.0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,529,12167,100,1000,16,64,0,0
27,2,1,-1.0,1.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,729,19683,4,8,1,1,0,0
29,1,0,-1.0,1.0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,841,24389,1,1,0,0,0,0
28,5,5,-1.0,1.0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,784,21952,25,125,25,125,0,0
28,1,0,-1.0,1.0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,784,21952,1,1,0,0,0,0
21,4,0,16.0,1.0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,441,9261,16,64,0,0,0,0
50,2,2,-1.0,1.0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2500,125000,4,8,4,8,0,0
29,7,1,-1.0,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,841,24389,49,343,1,1,0,0
23,2,0,-1.0,1.0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,529,12167,4,8,0,0,0,0
37,1,3,-1.0,1.0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1369,50653,1,1,9,27,0,0
37,1,0,0.0,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1369,50653,1,1,0,0,0,0
28,6,11,-1.0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,784,21952,36,216,121,1331,0,0
34,3,0,-1.0,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1156,39304,9,27,0,0,0,0
52,1,3,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2704,140608,1,1,9,27,0,0
35,10,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1225,42875,100,1000,0,0,0,0
52,1,0,0.0,1.0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2704,140608,1,1,0,0,0,0
55,8,4,-1.0,1480.0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3025,166375,64,512,16,64,0,0
45,8,3,-1.0,1.0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2025,91125,64,512,9,27,0,0
26,8,1,-1.0,2.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,676,17576,64,512,1,1,0,0
36,2,8,-1.0,1.0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1296,46656,4,8,64,512,0,0
23,5,0,-1.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,529,12167,25,125,0,0,0,0
25,4,0,-1.0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,625,15625,16,64,0,0,0,0
59,1,0,0.0,1.0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3481,205379,1,1,0,0,0,0
23,3,0,-1.0,1.0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,529,12167,9,27,0,0,0,0
39,2,1,0.0,1.0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1521,59319,4,8,1,1,0,0
29,8,6,-1.0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,841,24389,64,512,36,216,0,0
22,8,2,-1.0,1.0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,484,10648,64,512,4,8,1,1
29,4,3,-1.0,1.0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,841,24389,16,64,9,27,0,0
26,7,9,0.0,0.0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,676,17576,49,343,81,729,1,1
33,2,0,-1.0,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1089,35937,4,8,0,0,0,0
50,1,1,-1.0,1.0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2500,125000,1,1,1,1,0,0
36,2,6,-4.0,4.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1296,46656,4,8,36,216,0,0
65,1,1,-11.0,11.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4225,274625,1,1,1,1,0,0
20,4,0,-1.0,1.0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,400,8000,16,64,0,0,1,1
30,6,4,-1.0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,900,27000,36,216,16,64,0,0
47,2,6,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2209,103823,4,8,36,216,0,0
29,1,0,-1.0,1.0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,841,24389,1,1,0,0,0,0
50,1,0,-1.0,1.0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2500,125000,1,1,0,0,0,0
33,9,4,-7.0,7.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1089,35937,81,729,16,64,0,0
42,7,14,-1.0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1764,74088,49,343,196,2744,0,0
58,4,0,-1.0,1.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3364,195112,16,64,0,0,0,0
28,2,0,-1.0,1.0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,784,21952,4,8,0,0,0,0
